source_file,label,search_url,want_title,surname,query_text,best_id,best_abs_url,best_title,best_published,best_score,best_query,tried_queries
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Perdomo-Ortiz et al., 2017 - Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers",https://arxiv.org/search/?query=Opportunities+challenges+quantum+assisted+machine+learning+near+term+Perdomo+Ortiz+2017&searchtype=all,Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,Perdomo-Ortiz,Opportunities challenges quantum assisted machine learning near term Perdomo Ortiz 2017,1708.09757,https://arxiv.org/abs/1708.09757,Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,2017-08-31T14:41:32Z,1.0,all:Opportunities challenges quantum assisted machine learning near term Perdomo Ortiz 2017 AND au:Perdomo-Ortiz,all:Opportunities challenges quantum assisted machine learning near term Perdomo Ortiz 2017 AND au:Perdomo-Ortiz
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Cao, Guerreschi & Aspuru-Guzik, 2017 - Quantum Neuron: an elementary building block for machine learning on quantum computers",https://arxiv.org/search/?query=Quantum+Neuron+elementary+building+block+machine+learning+quantum+computers+2017&searchtype=all,Quantum Neuron: an elementary building block for machine learning on quantum computers,Cao,Quantum Neuron elementary building block machine learning quantum computers 2017,1711.11240,https://arxiv.org/abs/1711.11240,Quantum Neuron: an elementary building block for machine learning on quantum computers,2017-11-30T05:38:52Z,1.0,"ti:""Quantum Neuron: an elementary building block for machine learning on quantum computers""","all:Quantum Neuron elementary building block machine learning quantum computers 2017 AND au:Cao | ti:""Quantum Neuron: an elementary building block for machine learning on quantum computers"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Liu & Rebentrost, 2017 - Quantum machine learning for quantum anomaly detection",https://arxiv.org/search/?query=Quantum+machine+learning+quantum+anomaly+detection+Liu+Rebentrost+2017&searchtype=all,Quantum machine learning for quantum anomaly detection,Liu,Quantum machine learning quantum anomaly detection Liu Rebentrost 2017,1710.07405,https://arxiv.org/abs/1710.07405,Quantum machine learning for quantum anomaly detection,2017-10-20T03:32:48Z,1.0,all:Quantum machine learning quantum anomaly detection Liu Rebentrost 2017 AND au:Liu,all:Quantum machine learning quantum anomaly detection Liu Rebentrost 2017 AND au:Liu
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Otterbach et al., 2017 - Unsupervised Machine Learning on a Hybrid Quantum Computer",https://arxiv.org/search/?query=Unsupervised+Machine+Learning+Hybrid+Quantum+Computer+Otterbach+2017&searchtype=all,Unsupervised Machine Learning on a Hybrid Quantum Computer,Otterbach,Unsupervised Machine Learning Hybrid Quantum Computer Otterbach 2017,1712.05771,https://arxiv.org/abs/1712.05771,Unsupervised Machine Learning on a Hybrid Quantum Computer,2017-12-15T18:00:07Z,1.0,all:Unsupervised Machine Learning Hybrid Quantum Computer Otterbach 2017 AND au:Otterbach,all:Unsupervised Machine Learning Hybrid Quantum Computer Otterbach 2017 AND au:Otterbach
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Bergholm et al., 2018 - PennyLane: Automatic differentiation of hybrid quantum-classical computations",https://arxiv.org/search/?query=PennyLane+Automatic+differentiation+hybrid+quantum+classical+computations+2018&searchtype=all,PennyLane: Automatic differentiation of hybrid quantum-classical computations,Bergholm,PennyLane Automatic differentiation hybrid quantum classical computations 2018,1811.04968,https://arxiv.org/abs/1811.04968,PennyLane: Automatic differentiation of hybrid quantum-classical computations,2018-11-12T19:18:57Z,1.0,all:PennyLane Automatic differentiation hybrid quantum classical computations 2018 AND au:Bergholm,all:PennyLane Automatic differentiation hybrid quantum classical computations 2018 AND au:Bergholm
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Schuld & Killoran, 2018 - Quantum machine learning in feature Hilbert spaces",https://arxiv.org/search/?query=Quantum+machine+learning+feature+Hilbert+spaces+Schuld+Killoran+2018&searchtype=all,Quantum machine learning in feature Hilbert spaces,Schuld,Quantum machine learning feature Hilbert spaces Schuld Killoran 2018,1803.07128,https://arxiv.org/abs/1803.07128,Quantum machine learning in feature Hilbert spaces,2018-03-19T19:18:57Z,1.0,all:Quantum machine learning feature Hilbert spaces Schuld Killoran 2018 AND au:Schuld,all:Quantum machine learning feature Hilbert spaces Schuld Killoran 2018 AND au:Schuld
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Cao et al., 2018 - Quantum Chemistry in the Age of Quantum Computing",https://arxiv.org/search/?query=Quantum+Chemistry+Age+Quantum+Computing+Cao+2018&searchtype=all,Quantum Chemistry in the Age of Quantum Computing,Cao,Quantum Chemistry Age Quantum Computing Cao 2018,1812.09976,https://arxiv.org/abs/1812.09976,Quantum Chemistry in the Age of Quantum Computing,2018-12-24T19:49:51Z,1.0,"ti:""Quantum Chemistry in the Age of Quantum Computing""","all:Quantum Chemistry Age Quantum Computing Cao 2018 AND au:Cao | ti:""Quantum Chemistry in the Age of Quantum Computing"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Cortese & Braje, 2018 - Loading Classical Data into a Quantum Computer",https://arxiv.org/search/?query=Loading+Classical+Data+Quantum+Computer+Cortese+Braje+2018&searchtype=all,Loading Classical Data into a Quantum Computer,Cortese,Loading Classical Data Quantum Computer Cortese Braje 2018,1803.01958,https://arxiv.org/abs/1803.01958,Loading Classical Data into a Quantum Computer,2018-03-05T23:16:11Z,1.0,all:Loading Classical Data Quantum Computer Cortese Braje 2018 AND au:Cortese,all:Loading Classical Data Quantum Computer Cortese Braje 2018 AND au:Cortese
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Kopczyk, 2018 - Quantum Machine Learning for data scientists",https://arxiv.org/search/?query=Quantum+Machine+Learning+data+scientists+Kopczyk+2018&searchtype=all,Quantum Machine Learning for data scientists,Kopczyk,Quantum Machine Learning data scientists Kopczyk 2018,1804.10068,https://arxiv.org/abs/1804.10068,Quantum machine learning for data scientists,2018-04-25T17:31:18Z,1.0,all:Quantum Machine Learning data scientists Kopczyk 2018 AND au:Kopczyk,all:Quantum Machine Learning data scientists Kopczyk 2018 AND au:Kopczyk
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Zhao et al., 2018 - Bayesian Deep Learning on a Quantum Computer",https://arxiv.org/search/?query=Bayesian+Deep+Learning+Quantum+Computer+Zhao+2018&searchtype=all,Bayesian Deep Learning on a Quantum Computer,Zhao,Bayesian Deep Learning Quantum Computer Zhao 2018,1806.11463,https://arxiv.org/abs/1806.11463,Bayesian Deep Learning on a Quantum Computer,2018-06-29T15:08:45Z,1.0,all:Bayesian Deep Learning Quantum Computer Zhao 2018 AND au:Zhao,all:Bayesian Deep Learning Quantum Computer Zhao 2018 AND au:Zhao
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Benedetti et al., 2019 - Parameterized quantum circuits as machine learning models",https://arxiv.org/search/?query=Parameterized+quantum+circuits+machine+learning+models+Benedetti+2019&searchtype=all,Parameterized quantum circuits as machine learning models,Benedetti,Parameterized quantum circuits machine learning models Benedetti 2019,1906.07682,https://arxiv.org/abs/1906.07682,Parameterized quantum circuits as machine learning models,2019-06-18T16:52:40Z,1.0,all:Parameterized quantum circuits machine learning models Benedetti 2019 AND au:Benedetti,all:Parameterized quantum circuits machine learning models Benedetti 2019 AND au:Benedetti
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Havlicek et al., 2019 - Supervised learning with quantum enhanced feature spaces",https://arxiv.org/search/?query=Supervised+learning+quantum+enhanced+feature+spaces+Havlicek+2019&searchtype=all,Supervised learning with quantum enhanced feature spaces,Havlicek,Supervised learning quantum enhanced feature spaces Havlicek 2019,1804.11326,https://arxiv.org/abs/1804.11326,Supervised learning with quantum enhanced feature spaces,2018-04-30T17:14:09Z,1.0,all:Supervised learning quantum enhanced feature spaces Havlicek 2019 AND au:Havlicek,all:Supervised learning quantum enhanced feature spaces Havlicek 2019 AND au:Havlicek
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Verdon et al., 2019 - Quantum Graph Neural Networks",https://arxiv.org/search/?query=Quantum+Graph+Neural+Networks+Verdon+2019&searchtype=all,Quantum Graph Neural Networks,Verdon,Quantum Graph Neural Networks Verdon 2019,1909.12264,https://arxiv.org/abs/1909.12264,Quantum Graph Neural Networks,2019-09-26T17:19:16Z,1.0,all:Quantum Graph Neural Networks Verdon 2019 AND au:Verdon,all:Quantum Graph Neural Networks Verdon 2019 AND au:Verdon
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Verdon et al., 2019 - Learning to learn with quantum neural networks via classical neural networks",https://arxiv.org/search/?query=Learning+learn+quantum+neural+networks+classical+neural+networks+Verdon+2019&searchtype=all,Learning to learn with quantum neural networks via classical neural networks,Verdon,Learning learn quantum neural networks classical neural networks Verdon 2019,1907.05415,https://arxiv.org/abs/1907.05415,Learning to learn with quantum neural networks via classical neural networks,2019-07-11T17:57:56Z,1.0,"ti:""Learning to learn with quantum neural networks via classical neural networks""","all:Learning learn quantum neural networks classical neural networks Verdon 2019 AND au:Verdon | ti:""Learning to learn with quantum neural networks via classical neural networks"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Zoufal, Lucchi & Werner, 2019 - Quantum Generative Adversarial Networks for learning and loading random distributions",https://arxiv.org/search/?query=Quantum+Generative+Adversarial+Networks+learning+loading+random+distributions+2019&searchtype=all,Quantum Generative Adversarial Networks for learning and loading random distributions,Zoufal,Quantum Generative Adversarial Networks learning loading random distributions 2019,1904.00043,https://arxiv.org/abs/1904.00043,Quantum Generative Adversarial Networks for Learning and Loading Random Distributions,2019-03-29T18:44:28Z,1.0,all:Quantum Generative Adversarial Networks learning loading random distributions 2019 AND au:Zoufal,all:Quantum Generative Adversarial Networks learning loading random distributions 2019 AND au:Zoufal
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Wang et al., 2019 - Quantized Generative Adversarial Network",https://arxiv.org/search/?query=Quantized+Generative+Adversarial+Network+Wang+2019&searchtype=all,Quantized Generative Adversarial Network,Wang,Quantized Generative Adversarial Network Wang 2019,1901.08263,https://arxiv.org/abs/1901.08263,QGAN: Quantized Generative Adversarial Networks,2019-01-24T07:40:30Z,0.9302,"ti:""Quantized Generative Adversarial Network""","all:Quantized Generative Adversarial Network Wang 2019 AND au:Wang | ti:""Quantized Generative Adversarial Network"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Tacchino et al., 2019 - An artificial neuron implemented on an actual quantum processor",https://arxiv.org/search/?query=artificial+neuron+implemented+actual+quantum+processor+Tacchino+2019&searchtype=all,An artificial neuron implemented on an actual quantum processor,Tacchino,artificial neuron implemented actual quantum processor Tacchino 2019,1811.02266,https://arxiv.org/abs/1811.02266,An Artificial Neuron Implemented on an Actual Quantum Processor,2018-11-06T10:11:26Z,1.0,all:artificial neuron implemented actual quantum processor Tacchino 2019 AND au:Tacchino,all:artificial neuron implemented actual quantum processor Tacchino 2019 AND au:Tacchino
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Orus, Mugel & Lizaso, 2019 - Quantum computing for finance: Overview and prospects",https://arxiv.org/search/?query=Quantum+computing+finance+Overview+prospects+Orus+Mugel+Lizaso+2019&searchtype=all,Quantum computing for finance: Overview and prospects,Orus,Quantum computing finance Overview prospects Orus Mugel Lizaso 2019,1807.03890,https://arxiv.org/abs/1807.03890,Quantum computing for finance: overview and prospects,2018-07-10T22:25:08Z,1.0,all:Quantum computing finance Overview prospects Orus Mugel Lizaso 2019 AND au:Orus,all:Quantum computing finance Overview prospects Orus Mugel Lizaso 2019 AND au:Orus
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Biamonte et al., 2016 - Quantum machine Learning",https://arxiv.org/search/?query=Quantum+machine+Learning+Biamonte+2016,Quantum machine Learning,Biamonte,Quantum machine Learning Biamonte 2016,1611.09347,https://arxiv.org/abs/1611.09347,Quantum Machine Learning,2016-11-28T20:59:46Z,1.0,"ti:""Quantum machine Learning""","all:Quantum machine Learning Biamonte 2016 AND au:Biamonte | ti:""Quantum machine Learning"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Arunachalam & de Wolf, 2017 - Quantum Learning Theory",https://arxiv.org/search/?query=Survey+Quantum+Learning+Theory+Arunachalam+de+Wolf+2017,Quantum Learning Theory,Arunachalam,Survey Quantum Learning Theory Arunachalam de Wolf 2017,2512.10929,https://arxiv.org/abs/2512.10929,Noisy Quantum Learning Theory,2025-12-11T18:56:32Z,0.8846,"ti:""Quantum Learning Theory""","all:Survey Quantum Learning Theory Arunachalam de Wolf 2017 AND au:Arunachalam | ti:""Quantum Learning Theory"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Cao et al., 2018 - Quantum Chemistry in the Age of Quantum Computing",https://arxiv.org/search/?query=Quantum+Chemistry+Age+Quantum+Computing+Cao+2018,Quantum Chemistry in the Age of Quantum Computing,Cao,Quantum Chemistry Age Quantum Computing Cao 2018,1812.09976,https://arxiv.org/abs/1812.09976,Quantum Chemistry in the Age of Quantum Computing,2018-12-24T19:49:51Z,1.0,"ti:""Quantum Chemistry in the Age of Quantum Computing""","all:Quantum Chemistry Age Quantum Computing Cao 2018 AND au:Cao | ti:""Quantum Chemistry in the Age of Quantum Computing"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Liu et al., 2020 - Efficient quantum algorithm for dissipative nonlinear differential equations",https://arxiv.org/search/?query=Efficient+quantum+algorithm+dissipative+nonlinear+differential+equations+Liu+2020&searchtype=all,Efficient quantum algorithm for dissipative nonlinear differential equations,Liu,Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020,2011.03185,https://arxiv.org/abs/2011.03185,Efficient quantum algorithm for dissipative nonlinear differential equations,2020-11-06T04:27:00Z,1.0,all:Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020 AND au:Liu,all:Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020 AND au:Liu
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Fujii et al., 2020 - Deep Variational Quantum Eigensolver: a divide-and-conquer method for solving larger problems with smaller quantum computers",https://arxiv.org/search/?query=Deep+Variational+Quantum+Eigensolver+divide+conquer+smaller+quantum+computers+2020&searchtype=all,Deep Variational Quantum Eigensolver: a divide-and-conquer method for solving larger problems with smaller quantum computers,Fujii,Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020,2007.10917,https://arxiv.org/abs/2007.10917,Deep Variational Quantum Eigensolver: a divide-and-conquer method for solving a larger problem with smaller size quantum computers,2020-07-21T16:22:45Z,0.9683,all:Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020 AND au:Fujii,all:Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020 AND au:Fujii
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Perelshtein et al., 2020 - Large-scale quantum hybrid solution for linear systems of equations",https://arxiv.org/search/?query=Large+scale+quantum+hybrid+solution+linear+systems+equations+2020&searchtype=all,Large-scale quantum hybrid solution for linear systems of equations,Perelshtein,Large scale quantum hybrid solution linear systems equations 2020,2003.12770,https://arxiv.org/abs/2003.12770,Large-scale quantum hybrid solution for linear systems of equations,2020-03-28T11:23:05Z,1.0,all:Large scale quantum hybrid solution linear systems equations 2020 AND au:Perelshtein,all:Large scale quantum hybrid solution linear systems equations 2020 AND au:Perelshtein
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Cerezo et al., 2020 - Variational Quantum Algorithms",https://arxiv.org/search/?query=Variational+Quantum+Algorithms+Cerezo+2020&searchtype=all,Variational Quantum Algorithms,Cerezo,Variational Quantum Algorithms Cerezo 2020,2012.09265,https://arxiv.org/abs/2012.09265,Variational Quantum Algorithms,2020-12-16T21:00:46Z,1.0,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Cerezo et al., 2020 - Variational Quantum Algorithms",https://arxiv.org/search/?query=Variational+Quantum+Algorithms+Cerezo+2020&searchtype=all,Variational Quantum Algorithms,Cerezo,Variational Quantum Algorithms Cerezo 2020,2012.09265,https://arxiv.org/abs/2012.09265,Variational Quantum Algorithms,2020-12-16T21:00:46Z,1.0,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Khairy et al., 2020 - Learning to Optimize Variational Quantum Circuits to Solve Combinatorial Problems",https://arxiv.org/search/?query=Learning+Optimize+Variational+Quantum+Circuits+Combinatorial+Problems+2020&searchtype=all,Learning to Optimize Variational Quantum Circuits to Solve Combinatorial Problems,Khairy,Learning Optimize Variational Quantum Circuits Combinatorial Problems 2020,1911.11071,https://arxiv.org/abs/1911.11071,Learning to Optimize Variational Quantum Circuits to Solve Combinatorial Problems,2019-11-25T17:23:41Z,1.0,all:Learning Optimize Variational Quantum Circuits Combinatorial Problems 2020 AND au:Khairy,all:Learning Optimize Variational Quantum Circuits Combinatorial Problems 2020 AND au:Khairy
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Wang et al., 2020 - Noise-Induced Barren Plateaus in Variational Quantum Algorithms",https://arxiv.org/search/?query=Noise+Induced+Barren+Plateaus+Variational+Quantum+Algorithms+2020&searchtype=all,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,Wang,Noise Induced Barren Plateaus Variational Quantum Algorithms 2020,2007.14384,https://arxiv.org/abs/2007.14384,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,2020-07-28T17:52:21Z,1.0,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Wang et al., 2020 - Noise-Induced Barren Plateaus in Variational Quantum Algorithms",https://arxiv.org/search/?query=Noise+Induced+Barren+Plateaus+Variational+Quantum+Algorithms+2020&searchtype=all,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,Wang,Noise Induced Barren Plateaus Variational Quantum Algorithms 2020,2007.14384,https://arxiv.org/abs/2007.14384,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,2020-07-28T17:52:21Z,1.0,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Tang et al., 2020 - CutQC: Using Small Quantum Computers for Large Quantum Circuit Evaluations",https://arxiv.org/search/?query=CutQC+Small+Quantum+Computers+Large+Quantum+Circuit+Evaluations+2020&searchtype=all,CutQC: Using Small Quantum Computers for Large Quantum Circuit Evaluations,Tang,CutQC Small Quantum Computers Large Quantum Circuit Evaluations 2020,2012.02333,https://arxiv.org/abs/2012.02333,CutQC: Using Small Quantum Computers for Large Quantum Circuit Evaluations,2020-12-03T23:52:04Z,1.0,all:CutQC Small Quantum Computers Large Quantum Circuit Evaluations 2020 AND au:Tang,all:CutQC Small Quantum Computers Large Quantum Circuit Evaluations 2020 AND au:Tang
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Abbas et al., 2020 - The power of quantum neural networks",https://arxiv.org/search/?query=power+of+quantum+neural+networks+Abbas+2020&searchtype=all,The power of quantum neural networks,Abbas,power of quantum neural networks Abbas 2020,2011.00027,https://arxiv.org/abs/2011.00027,The power of quantum neural networks,2020-10-30T18:13:32Z,1.0,"ti:""The power of quantum neural networks""","all:power of quantum neural networks Abbas 2020 AND au:Abbas | ti:""The power of quantum neural networks"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Abbas et al., 2020 - On quantum ensemble of quantum classifiers",https://arxiv.org/search/?query=quantum+ensemble+quantum+classifiers+Abbas+2020&searchtype=all,On quantum ensemble of quantum classifiers,Abbas,quantum ensemble quantum classifiers Abbas 2020,2001.10833,https://arxiv.org/abs/2001.10833,On quantum ensembles of quantum classifiers,2020-01-29T13:46:16Z,0.9882,"ti:""On quantum ensemble of quantum classifiers""","all:quantum ensemble quantum classifiers Abbas 2020 AND au:Abbas | ti:""On quantum ensemble of quantum classifiers"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Bausch, 2020 - Recurrent Quantum Neural Network",https://arxiv.org/search/?query=Recurrent+Quantum+Neural+Network+Bausch+2020&searchtype=all,Recurrent Quantum Neural Network,Bausch,Recurrent Quantum Neural Network Bausch 2020,2006.14619,https://arxiv.org/abs/2006.14619,Recurrent Quantum Neural Networks,2020-06-25T17:59:44Z,0.9846,all:Recurrent Quantum Neural Network Bausch 2020 AND au:Bausch,all:Recurrent Quantum Neural Network Bausch 2020 AND au:Bausch
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Bausch, 2020 - Recurrent Quantum Neural Network",https://arxiv.org/search/?query=Recurrent+Quantum+Neural+Network+Bausch+2020&searchtype=all,Recurrent Quantum Neural Network,Bausch,Recurrent Quantum Neural Network Bausch 2020,2006.14619,https://arxiv.org/abs/2006.14619,Recurrent Quantum Neural Networks,2020-06-25T17:59:44Z,0.9846,all:Recurrent Quantum Neural Network Bausch 2020 AND au:Bausch,all:Recurrent Quantum Neural Network Bausch 2020 AND au:Bausch
