source_file,label,search_url,want_title,surname,query_text,best_id,best_abs_url,best_title,best_published,best_score,best_query,tried_queries
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Cao et al., 2018 - Quantum Chemistry",https://arxiv.org/search/?query=Quantum+Chemistry+Age+Quantum+Computing+Cao+2018,Quantum Chemistry,Cao,Quantum Chemistry Age Quantum Computing Cao 2018,2408.15444,https://arxiv.org/abs/2408.15444,Quantum games and synchronicity,2024-08-27T23:27:59Z,0.5417,all:Quantum Chemistry Age Quantum Computing Cao 2018 AND au:Cao,all:Quantum Chemistry Age Quantum Computing Cao 2018 AND au:Cao
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Verdon et al., 2019 - QGNN",https://arxiv.org/search/?query=Quantum+Graph+Neural+Networks+Verdon+2019,QGNN,Verdon,Quantum Graph Neural Networks Verdon 2019,1909.12264,https://arxiv.org/abs/1909.12264,Quantum Graph Neural Networks,2019-09-26T17:19:16Z,0.2424,all:Quantum Graph Neural Networks Verdon 2019 AND au:Verdon,all:Quantum Graph Neural Networks Verdon 2019 AND au:Verdon
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Zoufal et al., 2019 - QGAN",https://arxiv.org/search/?query=Quantum+Generative+Adversarial+Networks+learning+loading+random+distributions+2019,QGAN,Zoufal,Quantum Generative Adversarial Networks learning loading random distributions 2019,2104.09630,https://arxiv.org/abs/2104.09630,Quaternion Generative Adversarial Networks,2021-04-19T20:46:18Z,0.1739,all:Quantum Generative Adversarial Networks learning loading random distributions 2019 AND au:Zoufal,all:Quantum Generative Adversarial Networks learning loading random distributions 2019 AND au:Zoufal
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Tacchino et al., 2019 - Quantum neuron on hardware",https://arxiv.org/search/?query=artificial+neuron+implemented+actual+quantum+processor+Tacchino+2019,Quantum neuron on hardware,Tacchino,artificial neuron implemented actual quantum processor Tacchino 2019,2007.14288,https://arxiv.org/abs/2007.14288,Quantum computing model of an artificial neuron with continuously valued input data,2020-07-28T14:56:58Z,0.3853,all:artificial neuron implemented actual quantum processor Tacchino 2019 AND au:Tacchino,"all:artificial neuron implemented actual quantum processor Tacchino 2019 AND au:Tacchino | ti:""Quantum neuron on hardware"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Aaronson, 2015 - Read the Fine Print",https://arxiv.org/search/?query=Quantum+Machine+Learning+Algorithms+Read+Fine+Print+Aaronson+2015,Read the Fine Print,Aaronson,Quantum Machine Learning Algorithms Read Fine Print Aaronson 2015,2306.04338,https://arxiv.org/abs/2306.04338,Changing Data Sources in the Age of Machine Learning for Official Statistics,2023-06-07T11:08:12Z,0.3368,all:Quantum Machine Learning Algorithms Read Fine Print Aaronson 2015 AND au:Aaronson,"all:Quantum Machine Learning Algorithms Read Fine Print Aaronson 2015 AND au:Aaronson | ti:""Read the Fine Print"""
/Users/shl/nvidia/QML/2007-2019_QML_Literature_Review.md,"Havlicek et al., 2019",https://arxiv.org/search/?query=Supervised+learning+quantum+enhanced+feature+spaces+Havlicek+2019,"Havlicek et al., 2019",Havlicek,Supervised learning quantum enhanced feature spaces Havlicek 2019,2104.14847,https://arxiv.org/abs/2104.14847,Active WeaSuL: Improving Weak Supervision with Active Learning,2021-04-30T08:58:26Z,0.3,all:Supervised learning quantum enhanced feature spaces Havlicek 2019 AND au:Havlicek,"all:Supervised learning quantum enhanced feature spaces Havlicek 2019 AND au:Havlicek | ti:""Havlicek et al., 2019"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Beer et al., 2020 - Training deep quantum neural networks",https://arxiv.org/search/?query=Training+deep+quantum+neural+networks+Beer+2020&searchtype=all,Training deep quantum neural networks,Beer,Training deep quantum neural networks Beer 2020,2110.03861,https://arxiv.org/abs/2110.03861,QTN-VQC: An End-to-End Learning framework for Quantum Neural Networks,2021-10-06T14:44:51Z,0.6095,all:Training deep quantum neural networks Beer 2020 AND au:Beer,"all:Training deep quantum neural networks Beer 2020 AND au:Beer | ti:""Training deep quantum neural networks"""
/Users/shl/nvidia/QML/QML_Literature_Complete_Review_2007_2025.md,"Beer et al., 2020 - Training deep quantum neural networks",https://arxiv.org/search/?query=Training+deep+quantum+neural+networks+Beer+2020&searchtype=all,Training deep quantum neural networks,Beer,Training deep quantum neural networks Beer 2020,2110.03861,https://arxiv.org/abs/2110.03861,QTN-VQC: An End-to-End Learning framework for Quantum Neural Networks,2021-10-06T14:44:51Z,0.6095,all:Training deep quantum neural networks Beer 2020 AND au:Beer,"all:Training deep quantum neural networks Beer 2020 AND au:Beer | ti:""Training deep quantum neural networks"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Cerezo, 2020 - Key questions for the quantum machine learner to ask themselves",https://arxiv.org/search/?query=Key+questions+quantum+machine+learner+ask+themselves+Cerezo+2020&searchtype=all,Key questions for the quantum machine learner to ask themselves,Cerezo,Key questions quantum machine learner ask themselves Cerezo 2020,2110.14753,https://arxiv.org/abs/2110.14753,Subtleties in the trainability of quantum machine learning models,2021-10-27T20:28:53Z,0.5625,all:Key questions quantum machine learner ask themselves Cerezo 2020 AND au:Cerezo,"all:Key questions quantum machine learner ask themselves Cerezo 2020 AND au:Cerezo | ti:""Key questions for the quantum machine learner to ask themselves"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Zhang & Ni, 2020 - Recent Advances in Quantum Machine Learning",https://arxiv.org/search/?query=Recent+Advances+Quantum+Machine+Learning+Zhang+Ni+2020&searchtype=all,Recent Advances in Quantum Machine Learning,Zhang,Recent Advances Quantum Machine Learning Zhang Ni 2020,2306.04338,https://arxiv.org/abs/2306.04338,Changing Data Sources in the Age of Machine Learning for Official Statistics,2023-06-07T11:08:12Z,0.4706,all:Recent Advances Quantum Machine Learning Zhang Ni 2020 AND au:Zhang,"all:Recent Advances Quantum Machine Learning Zhang Ni 2020 AND au:Zhang | ti:""Recent Advances in Quantum Machine Learning"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Wang et al., 2020 - Noise-Induced Barren Plateaus",https://arxiv.org/search/?query=Noise+Induced+Barren+Plateaus+Variational+Quantum+Algorithms+2020,Noise-Induced Barren Plateaus,Wang,Noise Induced Barren Plateaus Variational Quantum Algorithms 2020,2007.14384,https://arxiv.org/abs/2007.14384,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,2020-07-28T17:52:21Z,0.6304,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang,"all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang | ti:""Noise-Induced Barren Plateaus"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Wang et al., 2020 - Noise-Induced Barren Plateaus",https://arxiv.org/search/?query=Noise+Induced+Barren+Plateaus+Variational+Quantum+Algorithms+2020,Noise-Induced Barren Plateaus,Wang,Noise Induced Barren Plateaus Variational Quantum Algorithms 2020,2007.14384,https://arxiv.org/abs/2007.14384,Noise-Induced Barren Plateaus in Variational Quantum Algorithms,2020-07-28T17:52:21Z,0.6304,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang,"all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang | ti:""Noise-Induced Barren Plateaus"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Schuld et al., 2020 - Data encoding effects",https://arxiv.org/search/?query=effect+data+encoding+expressive+power+variational+quantum+machine+learning+2020,Data encoding effects,Schuld,effect data encoding expressive power variational quantum machine learning 2020,1907.02664,https://arxiv.org/abs/1907.02664,Data Encoding for Byzantine-Resilient Distributed Optimization,2019-07-05T03:31:43Z,0.4337,all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld,"all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld | ti:""Data encoding effects"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Schuld et al., 2020 - Data encoding effects",https://arxiv.org/search/?query=effect+data+encoding+expressive+power+variational+quantum+machine+learning+2020,Data encoding effects,Schuld,effect data encoding expressive power variational quantum machine learning 2020,1907.02664,https://arxiv.org/abs/1907.02664,Data Encoding for Byzantine-Resilient Distributed Optimization,2019-07-05T03:31:43Z,0.4337,all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld,"all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld | ti:""Data encoding effects"""
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Pérez-Salinas et al., 2020 - Data re-uploading",https://arxiv.org/search/?query=Data+re+uploading+universal+quantum+classifier+Perez+Salinas+2020,Data re-uploading,Prez-Salinas,Data re uploading universal quantum classifier Perez Salinas 2020,1907.02085,https://arxiv.org/abs/1907.02085,Data re-uploading for a universal quantum classifier,2019-07-03T18:00:50Z,0.4928,all:Data re uploading universal quantum classifier Perez Salinas 2020 AND au:Prez-Salinas,all:Data re uploading universal quantum classifier Perez Salinas 2020 AND au:Prez-Salinas
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Pérez-Salinas et al., 2020 - Data re-uploading",https://arxiv.org/search/?query=Data+re+uploading+universal+quantum+classifier+Perez+Salinas+2020,Data re-uploading,Prez-Salinas,Data re uploading universal quantum classifier Perez Salinas 2020,1907.02085,https://arxiv.org/abs/1907.02085,Data re-uploading for a universal quantum classifier,2019-07-03T18:00:50Z,0.4928,all:Data re uploading universal quantum classifier Perez Salinas 2020 AND au:Prez-Salinas,all:Data re uploading universal quantum classifier Perez Salinas 2020 AND au:Prez-Salinas
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Beer et al., 2020 - Training deep QNN",https://arxiv.org/search/?query=Training+deep+quantum+neural+networks+Beer+2020,Training deep QNN,Beer,Training deep quantum neural networks Beer 2020,1912.06732,https://arxiv.org/abs/1912.06732,On the approximation of rough functions with deep neural networks,2019-12-13T22:48:36Z,0.3659,all:Training deep quantum neural networks Beer 2020 AND au:Beer,all:Training deep quantum neural networks Beer 2020 AND au:Beer
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Chen et al., 2020 - Quantum LSTM",https://arxiv.org/search/?query=Quantum+Long+Short+Term+Memory+Chen+Yoo+Fang+2020,Quantum LSTM,Chen,Quantum Long Short Term Memory Chen Yoo Fang 2020,2009.01783,https://arxiv.org/abs/2009.01783,Quantum Long Short-Term Memory,2020-09-03T16:41:09Z,0.5714,all:Quantum Long Short Term Memory Chen Yoo Fang 2020 AND au:Chen,all:Quantum Long Short Term Memory Chen Yoo Fang 2020 AND au:Chen
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Liu et al., 2020",https://arxiv.org/search/?query=Efficient+quantum+algorithm+dissipative+nonlinear+differential+equations+Liu+2020,"Liu et al., 2020",Liu,Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020,2510.18276,https://arxiv.org/abs/2510.18276,Measurements of absolute branching fractions of $D^{0(+)}\to KKKπ$ decays,2025-10-21T04:01:30Z,0.1772,all:Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020 AND au:Liu,all:Efficient quantum algorithm dissipative nonlinear differential equations Liu 2020 AND au:Liu
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Fujii et al., 2020",https://arxiv.org/search/?query=Deep+Variational+Quantum+Eigensolver+divide+conquer+smaller+quantum+computers+2020,"Fujii et al., 2020",Fujii,Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020,2408.15444,https://arxiv.org/abs/2408.15444,Quantum games and synchronicity,2024-08-27T23:27:59Z,0.2553,all:Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020 AND au:Fujii,all:Deep Variational Quantum Eigensolver divide conquer smaller quantum computers 2020 AND au:Fujii
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Cerezo et al., 2020",https://arxiv.org/search/?query=Variational+Quantum+Algorithms+Cerezo+2020,"Cerezo et al., 2020",Cerezo,Variational Quantum Algorithms Cerezo 2020,2012.09265,https://arxiv.org/abs/2012.09265,Variational Quantum Algorithms,2020-12-16T21:00:46Z,0.2979,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo,all:Variational Quantum Algorithms Cerezo 2020 AND au:Cerezo
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Wang et al., 2020",https://arxiv.org/search/?query=Noise+Induced+Barren+Plateaus+Variational+Quantum+Algorithms+2020,"Wang et al., 2020",Wang,Noise Induced Barren Plateaus Variational Quantum Algorithms 2020,2204.13751,https://arxiv.org/abs/2204.13751,BEINIT: Avoiding Barren Plateaus in Variational Quantum Algorithms,2022-04-28T19:46:10Z,0.225,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang,all:Noise Induced Barren Plateaus Variational Quantum Algorithms 2020 AND au:Wang
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Schuld et al., 2020",https://arxiv.org/search/?query=effect+data+encoding+expressive+power+variational+quantum+machine+learning+2020,"Schuld et al., 2020",Schuld,effect data encoding expressive power variational quantum machine learning 2020,2110.03861,https://arxiv.org/abs/2110.03861,QTN-VQC: An End-to-End Learning framework for Quantum Neural Networks,2021-10-06T14:44:51Z,0.2118,all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld,all:effect data encoding expressive power variational quantum machine learning 2020 AND au:Schuld
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Abbas et al., 2020 - The power of QNN",https://arxiv.org/search/?query=power+of+quantum+neural+networks+Abbas+2020,The power of QNN,Abbas,power of quantum neural networks Abbas 2020,1512.00242,https://arxiv.org/abs/1512.00242,Towards Dropout Training for Convolutional Neural Networks,2015-12-01T12:46:11Z,0.2703,all:power of quantum neural networks Abbas 2020 AND au:Abbas,all:power of quantum neural networks Abbas 2020 AND au:Abbas
/Users/shl/nvidia/QML/2020_QML_Literature_Review.md,"Poland et al., 2020 - No Free Lunch for QML",https://arxiv.org/search/?query=No+Free+Lunch+Quantum+Machine+Learning+Poland+Beer+Osborne+2020,No Free Lunch for QML,Pol,No Free Lunch Quantum Machine Learning Poland Beer Osborne 2020,2003.14103,https://arxiv.org/abs/2003.14103,No Free Lunch for Quantum Machine Learning,2020-03-31T11:19:41Z,0.6667,all:No Free Lunch Quantum Machine Learning Poland Beer Osborne 2020 AND au:Pol,"all:No Free Lunch Quantum Machine Learning Poland Beer Osborne 2020 AND au:Pol | ti:""No Free Lunch for QML"""
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Choi & Oh & Kim, 2021 - A Tutorial on Quantum Graph Recurrent Neural Network (QGRNN)",https://arxiv.org/search/?query=Tutorial+Quantum+Graph+Recurrent+Neural+Network+QGRNN+2021&searchtype=all,A Tutorial on Quantum Graph Recurrent Neural Network (QGRNN),Choi,Tutorial Quantum Graph Recurrent Neural Network QGRNN 2021,1910.06251,https://arxiv.org/abs/1910.06251,Deep Independently Recurrent Neural Network (IndRNN),2019-10-11T09:43:49Z,0.6296,all:Tutorial Quantum Graph Recurrent Neural Network QGRNN 2021 AND au:Choi,"all:Tutorial Quantum Graph Recurrent Neural Network QGRNN 2021 AND au:Choi | ti:""A Tutorial on Quantum Graph Recurrent Neural Network (QGRNN)"""
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Massoli et al., 2021 - A Leap among Entanglement and Neural Networks: A Quantum Survey",https://arxiv.org/search/?query=Leap+Entanglement+Neural+Networks+Quantum+Survey+Massoli+2021&searchtype=all,A Leap among Entanglement and Neural Networks: A Quantum Survey,Massoli,Leap Entanglement Neural Networks Quantum Survey Massoli 2021,1901.06610,https://arxiv.org/abs/1901.06610,Hierarchical Attentional Hybrid Neural Networks for Document Classification,2019-01-20T01:48:43Z,0.4964,all:Leap Entanglement Neural Networks Quantum Survey Massoli 2021 AND au:Massoli,"all:Leap Entanglement Neural Networks Quantum Survey Massoli 2021 AND au:Massoli | ti:""A Leap among Entanglement and Neural Networks: A Quantum Survey"""
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Motta & Rice, 2021",https://arxiv.org/search/?query=Emerging+quantum+computing+algorithms+quantum+chemistry+Motta+Rice+2021,"Motta & Rice, 2021",Motta,Emerging quantum computing algorithms quantum chemistry Motta Rice 2021,1804.03719,https://arxiv.org/abs/1804.03719,Quantum Algorithm Implementations for Beginners,2018-04-10T21:08:57Z,0.2903,all:Emerging quantum computing algorithms quantum chemistry Motta Rice 2021 AND au:Motta,all:Emerging quantum computing algorithms quantum chemistry Motta Rice 2021 AND au:Motta
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Huggins et al., 2021",https://arxiv.org/search/?query=Efficient+noise+resilient+measurements+quantum+chemistry+near+term+Huggins+2021,"Huggins et al., 2021",Huggins,Efficient noise resilient measurements quantum chemistry near term Huggins 2021,0608035,https://arxiv.org/abs/0608035,Quantum measurements without sums,2006-08-03T16:53:06Z,0.2353,all:Efficient noise resilient measurements quantum chemistry near term Huggins 2021 AND au:Huggins,"all:Efficient noise resilient measurements quantum chemistry near term Huggins 2021 AND au:Huggins | ti:""Huggins et al., 2021"""
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Kyriienko et al., 2021",https://arxiv.org/search/?query=Solving+nonlinear+differential+equations+differentiable+quantum+circuits+2021,"Kyriienko et al., 2021",Kyriienko,Solving nonlinear differential equations differentiable quantum circuits 2021,1403.8110,https://arxiv.org/abs/1403.8110,Note on a Nonlinear Differential Equation,2014-03-26T23:37:03Z,0.2623,all:Solving nonlinear differential equations differentiable quantum circuits 2021 AND au:Kyriienko,"all:Solving nonlinear differential equations differentiable quantum circuits 2021 AND au:Kyriienko | ti:""Kyriienko et al., 2021"""
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Bharti et al., 2021",https://arxiv.org/search/?query=Noisy+intermediate+scale+quantum+NISQ+algorithms+Bharti+2021,"Bharti et al., 2021",Bharti,Noisy intermediate scale quantum NISQ algorithms Bharti 2021,1801.00862,https://arxiv.org/abs/1801.00862,Quantum Computing in the NISQ era and beyond,2018-01-02T23:43:08Z,0.2623,all:Noisy intermediate scale quantum NISQ algorithms Bharti 2021 AND au:Bharti,all:Noisy intermediate scale quantum NISQ algorithms Bharti 2021 AND au:Bharti
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Schuld, 2021",https://arxiv.org/search/?query=Supervised+quantum+machine+learning+models+kernel+methods+Schuld+2021,"Schuld, 2021",Schuld,Supervised quantum machine learning models kernel methods Schuld 2021,2101.11020,https://arxiv.org/abs/2101.11020,Supervised quantum machine learning models are kernel methods,2021-01-26T19:00:04Z,0.1667,all:Supervised quantum machine learning models kernel methods Schuld 2021 AND au:Schuld,all:Supervised quantum machine learning models kernel methods Schuld 2021 AND au:Schuld
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Huang et al., 2021",https://arxiv.org/search/?query=power+of+data+quantum+machine+learning+Huang+2021,"Huang et al., 2021",Huang,power of data quantum machine learning Huang 2021,2302.08893,https://arxiv.org/abs/2302.08893,Active learning for data streams: a survey,2023-02-17T14:24:13Z,0.2807,all:power of data quantum machine learning Huang 2021 AND au:Huang,all:power of data quantum machine learning Huang 2021 AND au:Huang
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Bharti et al., 2021 - NISQ algorithms",https://arxiv.org/search/?query=Noisy+intermediate+scale+quantum+NISQ+algorithms+Bharti+2021,NISQ algorithms,Bharti,Noisy intermediate scale quantum NISQ algorithms Bharti 2021,1905.10415,https://arxiv.org/abs/1905.10415,Quantum-inspired algorithms in practice,2019-05-24T19:17:30Z,0.5185,all:Noisy intermediate scale quantum NISQ algorithms Bharti 2021 AND au:Bharti,all:Noisy intermediate scale quantum NISQ algorithms Bharti 2021 AND au:Bharti
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Huang et al., 2021 - The power of data",https://arxiv.org/search/?query=power+of+data+quantum+machine+learning+Huang+2021,The power of data,Huang,power of data quantum machine learning Huang 2021,2302.08893,https://arxiv.org/abs/2302.08893,Active learning for data streams: a survey,2023-02-17T14:24:13Z,0.3448,all:power of data quantum machine learning Huang 2021 AND au:Huang,all:power of data quantum machine learning Huang 2021 AND au:Huang
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Martyn et al., 2021 - Grand Unification",https://arxiv.org/search/?query=Grand+Unification+Quantum+Algorithms+Martyn+2021,Grand Unification,Martyn,Grand Unification Quantum Algorithms Martyn 2021,2105.02859,https://arxiv.org/abs/2105.02859,A Grand Unification of Quantum Algorithms,2021-05-06T17:46:33Z,0.5862,all:Grand Unification Quantum Algorithms Martyn 2021 AND au:Martyn,all:Grand Unification Quantum Algorithms Martyn 2021 AND au:Martyn
/Users/shl/nvidia/QML/2021_QML_Literature_Review.md,"Motta & Rice, 2021 - Quantum chemistry algorithms",https://arxiv.org/search/?query=Emerging+quantum+computing+algorithms+quantum+chemistry+Motta+Rice+2021,Quantum chemistry algorithms,Motta,Emerging quantum computing algorithms quantum chemistry Motta Rice 2021,1905.10415,https://arxiv.org/abs/1905.10415,Quantum-inspired algorithms in practice,2019-05-24T19:17:30Z,0.597,all:Emerging quantum computing algorithms quantum chemistry Motta Rice 2021 AND au:Motta,"all:Emerging quantum computing algorithms quantum chemistry Motta Rice 2021 AND au:Motta | ti:""Quantum chemistry algorithms"""
